Registration_Number,Semester,Subject,Marks
REG2023205,1,Machine Design,95
REG2023205,1,Material Science,71
REG2023205,1,Robotics,52
REG2023205,2,Thermodynamics,55
REG2023205,2,Fluid Mechanics,54
REG2023205,2,Machine Design,53
REG2023205,2,Material Science,61
REG2023205,2,Robotics,100
REG2023205,3,Thermodynamics,66
REG2023205,3,Fluid Mechanics,85
REG2023205,3,Machine Design,54
REG2023205,3,Material Science,86
REG2023205,3,Robotics,64
REG2023205,4,Thermodynamics,66
REG2023205,4,Fluid Mechanics,76
REG2023205,4,Machine Design,74
REG2023205,4,Material Science,78
REG2023205,4,Robotics,90
REG2023206,1,Circuit Analysis,75
REG2023206,1,Digital Electronics,77
REG2023206,1,Power Systems,70
REG2023206,1,Control Systems,51
REG2023206,1,Signals & Systems,74
REG2023206,2,Circuit Analysis,93
REG2023206,2,Digital Electronics,57
REG2023206,2,Power Systems,84
REG2023206,2,Control Systems,50
REG2023206,2,Signals & Systems,91
REG2023206,3,Circuit Analysis,96
REG2023206,3,Digital Electronics,89
REG2023206,3,Power Systems,54
REG2023206,3,Control Systems,98
REG2023206,3,Signals & Systems,97
REG2023206,4,Circuit Analysis,87
REG2023206,4,Digital Electronics,52
REG2023206,4,Power Systems,94
REG2023206,4,Control Systems,54
REG2023206,4,Signals & Systems,72
REG2023207,1,Thermodynamics,82
REG2023207,1,Fluid Mechanics,56
REG2023207,1,Machine Design,68
REG2023207,1,Material Science,100
REG2023207,1,Robotics,93
REG2023207,2,Thermodynamics,69
REG2023207,2,Fluid Mechanics,88
REG2023207,2,Machine Design,55
REG2023207,2,Material Science,68
REG2023207,2,Robotics,98
REG2023207,3,Thermodynamics,78
REG2023207,3,Fluid Mechanics,74
REG2023207,3,Machine Design,75
REG2023207,3,Material Science,92
REG2023207,3,Robotics,51
REG2023207,4,Thermodynamics,80
REG2023207,4,Fluid Mechanics,60
REG2023207,4,Machine Design,84
REG2023207,4,Material Science,64
REG2023207,4,Robotics,58
REG2023208,1,Thermodynamics,97
REG2023208,1,Fluid Mechanics,75
REG2023208,1,Machine Design,100
REG2023208,1,Material Science,84
REG2023208,1,Robotics,68
REG2023208,2,Thermodynamics,90
REG2023208,2,Fluid Mechanics,59
REG2023208,2,Machine Design,69
REG2023208,2,Material Science,93
REG2023208,2,Robotics,100
REG2023208,3,Thermodynamics,96
REG2023208,3,Fluid Mechanics,91
REG2023208,3,Machine Design,73
REG2023208,3,Material Science,50
REG2023208,3,Robotics,85
REG2023208,4,Thermodynamics,85
REG2023208,4,Fluid Mechanics,59
REG2023208,4,Machine Design,57
REG2023208,4,Material Science,52
REG2023208,4,Robotics,50
REG2023209,1,Thermodynamics,86
REG2023209,1,Fluid Mechanics,88
REG2023209,1,Machine Design,75
REG2023209,1,Material Science,84
REG2023209,1,Robotics,85
REG2023209,2,Thermodynamics,55
REG2023209,2,Fluid Mechanics,69
REG2023209,2,Machine Design,63
REG2023209,2,Material Science,97
REG2023209,2,Robotics,97
REG2023209,3,Thermodynamics,96
REG2023209,3,Fluid Mechanics,72
REG2023209,3,Machine Design,63
REG2023209,3,Material Science,76
REG2023209,3,Robotics,91
REG2023209,4,Thermodynamics,82
REG2023209,4,Fluid Mechanics,59
REG2023209,4,Machine Design,60
REG2023209,4,Material Science,61
REG2023209,4,Robotics,64
REG2023210,1,Biochemistry,89
REG2023210,1,Genetics,66
REG2023210,1,Cell Biology,62
REG2023210,1,Microbiology,57
REG2023210,1,Bioinformatics,61
REG2023210,2,Biochemistry,92
REG2023210,2,Genetics,86
REG2023210,2,Cell Biology,53
REG2023210,2,Microbiology,98
REG2023210,2,Bioinformatics,85
REG2023210,3,Biochemistry,79
REG2023210,3,Genetics,91
REG2023210,3,Cell Biology,85
REG2023210,3,Microbiology,54
REG2023210,3,Bioinformatics,68
REG2023210,4,Biochemistry,92
REG2023210,4,Genetics,54
REG2023210,4,Cell Biology,66
REG2023210,4,Microbiology,56
REG2023210,4,Bioinformatics,62
REG2023211,1,Data Structures,96
REG2023211,1,Algorithms,87
REG2023211,1,Database Systems,81
REG2023211,1,Operating Systems,71
REG2023211,1,Discrete Mathematics,72
REG2023211,2,Data Structures,58
REG2023211,2,Algorithms,92
REG2023211,2,Database Systems,91
REG2023211,2,Operating Systems,65
REG2023211,2,Discrete Mathematics,56
REG2023211,3,Data Structures,68
REG2023211,3,Algorithms,89
REG2023211,3,Database Systems,54
REG2023211,3,Operating Systems,62
REG2023211,3,Discrete Mathematics,70
REG2023211,4,Data Structures,81
REG2023211,4,Algorithms,78
REG2023211,4,Database Systems,71
REG2023211,4,Operating Systems,89
REG2023211,4,Discrete Mathematics,92
REG2023212,1,Data Structures,69
REG2023212,1,Algorithms,94
REG2023212,1,Database Systems,87
REG2023212,1,Operating Systems,59
REG2023212,1,Discrete Mathematics,86
REG2023212,2,Data Structures,86
REG2023212,2,Algorithms,73
REG2023212,2,Database Systems,70
REG2023212,2,Operating Systems,77
REG2023212,2,Discrete Mathematics,60
REG2023212,3,Data Structures,50
REG2023212,3,Algorithms,70
REG2023212,3,Database Systems,65
REG2023212,3,Operating Systems,100
REG2023212,3,Discrete Mathematics,64
REG2023212,4,Data Structures,95
REG2023212,4,Algorithms,97
REG2023212,4,Database Systems,91
REG2023212,4,Operating Systems,77
REG2023212,4,Discrete Mathematics,67
REG2023213,1,Circuit Analysis,73
REG2023213,1,Digital Electronics,58
REG2023213,1,Power Systems,93
REG2023213,1,Control Systems,96
REG2023213,1,Signals & Systems,71
REG2023213,2,Circuit Analysis,80
REG2023213,2,Digital Electronics,79
REG2023213,2,Power Systems,78
REG2023213,2,Control Systems,72
REG2023213,2,Signals & Systems,99
REG2023213,3,Circuit Analysis,69
REG2023213,3,Digital Electronics,81
REG2023213,3,Power Systems,85
REG2023213,3,Control Systems,56
REG2023213,3,Signals & Systems,61
REG2023213,4,Circuit Analysis,91
REG2023213,4,Digital Electronics,88
REG2023213,4,Power Systems,55
REG2023213,4,Control Systems,67
REG2023213,4,Signals & Systems,58
REG2023214,1,Circuit Analysis,84
REG2023214,1,Digital Electronics,62
REG2023214,1,Power Systems,66
REG2023214,1,Control Systems,96
REG2023214,1,Signals & Systems,90
REG2023214,2,Circuit Analysis,54
REG2023214,2,Digital Electronics,96
REG2023214,2,Power Systems,54
REG2023214,2,Control Systems,51
REG2023214,2,Signals & Systems,82
REG2023214,3,Circuit Analysis,90
REG2023214,3,Digital Electronics,51
REG2023214,3,Power Systems,87
REG2023214,3,Control Systems,87
REG2023214,3,Signals & Systems,75
REG2023214,4,Circuit Analysis,99
REG2023214,4,Digital Electronics,87
REG2023214,4,Power Systems,63
REG2023214,4,Control Systems,52
REG2023214,4,Signals & Systems,85
REG2023215,1,Data Structures,66
REG2023215,1,Algorithms,84
REG2023215,1,Database Systems,84
REG2023215,1,Operating Systems,80
REG2023215,1,Discrete Mathematics,91
REG2023215,2,Data Structures,99
REG2023215,2,Algorithms,59
REG2023215,2,Database Systems,73
REG2023215,2,Operating Systems,75
REG2023215,2,Discrete Mathematics,64
REG2023215,3,Data Structures,99
REG2023215,3,Algorithms,87
REG2023215,3,Database Systems,96
REG2023215,3,Operating Systems,68
REG2023215,3,Discrete Mathematics,58
REG2023215,4,Data Structures,79
REG2023215,4,Algorithms,82
REG2023215,4,Database Systems,82
REG2023215,4,Operating Systems,55
REG2023215,4,Discrete Mathematics,75
REG2023216,1,Data Structures,73
REG2023216,1,Algorithms,82
REG2023216,1,Database Systems,50
REG2023216,1,Operating Systems,92
REG2023216,1,Discrete Mathematics,65
REG2023216,2,Data Structures,89
REG2023216,2,Algorithms,93
REG2023216,2,Database Systems,60
REG2023216,2,Operating Systems,98
REG2023216,2,Discrete Mathematics,82
REG2023216,3,Data Structures,58
REG2023216,3,Algorithms,78
REG2023216,3,Database Systems,60
REG2023216,3,Operating Systems,61
REG2023216,3,Discrete Mathematics,86
REG2023216,4,Data Structures,86
REG2023216,4,Algorithms,92
REG2023216,4,Database Systems,59
REG2023216,4,Operating Systems,97
REG2023216,4,Discrete Mathematics,96
REG2023217,1,Data Structures,80
REG2023217,1,Algorithms,72
REG2023217,1,Database Systems,52
REG2023217,1,Operating Systems,64
REG2023217,1,Discrete Mathematics,98
REG2023217,2,Data Structures,81
REG2023217,2,Algorithms,64
REG2023217,2,Database Systems,54
REG2023217,2,Operating Systems,66
REG2023217,2,Discrete Mathematics,73
REG2023217,3,Data Structures,64
REG2023217,3,Algorithms,52
REG2023217,3,Database Systems,92
REG2023217,3,Operating Systems,63
REG2023217,3,Discrete Mathematics,83
REG2023217,4,Data Structures,100
REG2023217,4,Algorithms,73
REG2023217,4,Database Systems,74
REG2023217,4,Operating Systems,80
REG2023217,4,Discrete Mathematics,79
REG2023218,1,Structural Analysis,52
REG2023218,1,Geotechnical Engineering,52
REG2023218,1,Transportation Engineering,91
REG2023218,1,Hydrology,70
REG2023218,1,Surveying,56
REG2023218,2,Structural Analysis,95
REG2023218,2,Geotechnical Engineering,83
REG2023218,2,Transportation Engineering,90
REG2023218,2,Hydrology,67
REG2023218,2,Surveying,97
REG2023218,3,Structural Analysis,66
REG2023218,3,Geotechnical Engineering,87
REG2023218,3,Transportation Engineering,84
REG2023218,3,Hydrology,86
REG2023218,3,Surveying,61
REG2023218,4,Structural Analysis,74
REG2023218,4,Geotechnical Engineering,91
REG2023218,4,Transportation Engineering,74
REG2023218,4,Hydrology,73
REG2023218,4,Surveying,87
REG2023219,1,Structural Analysis,91
REG2023219,1,Geotechnical Engineering,54
REG2023219,1,Transportation Engineering,83
REG2023219,1,Hydrology,66
REG2023219,1,Surveying,74
REG2023219,2,Structural Analysis,64
REG2023219,2,Geotechnical Engineering,83
REG2023219,2,Transportation Engineering,75
REG2023219,2,Hydrology,72
REG2023219,2,Surveying,72
REG2023219,3,Structural Analysis,81
REG2023219,3,Geotechnical Engineering,100
REG2023219,3,Transportation Engineering,80
REG2023219,3,Hydrology,88
REG2023219,3,Surveying,50
REG2023219,4,Structural Analysis,82
REG2023219,4,Geotechnical Engineering,58
REG2023219,4,Transportation Engineering,78
REG2023219,4,Hydrology,60
REG2023219,4,Surveying,64
REG2023220,1,Biochemistry,54
REG2023220,1,Genetics,82
REG2023220,1,Cell Biology,91
REG2023220,1,Microbiology,67
REG2023220,1,Bioinformatics,63
REG2023220,2,Biochemistry,59
REG2023220,2,Genetics,61
REG2023220,2,Cell Biology,60
REG2023220,2,Microbiology,73
REG2023220,2,Bioinformatics,88
REG2023220,3,Biochemistry,95
REG2023220,3,Genetics,57
REG2023220,3,Cell Biology,92
REG2023220,3,Microbiology,64
REG2023220,3,Bioinformatics,76
REG2023220,4,Biochemistry,71
REG2023220,4,Genetics,96
REG2023220,4,Cell Biology,57
REG2023220,4,Microbiology,80
REG2023220,4,Bioinformatics,93
REG2023221,1,Data Structures,80
REG2023221,1,Algorithms,80
REG2023221,1,Database Systems,63
REG2023221,1,Operating Systems,87
REG2023221,1,Discrete Mathematics,60
REG2023221,2,Data Structures,91
REG2023221,2,Algorithms,76
REG2023221,2,Database Systems,51
REG2023221,2,Operating Systems,65
REG2023221,2,Discrete Mathematics,52
REG2023221,3,Data Structures,58
REG2023221,3,Algorithms,86
REG2023221,3,Database Systems,87
REG2023221,3,Operating Systems,60
REG2023221,3,Discrete Mathematics,58
REG2023221,4,Data Structures,90
REG2023221,4,Algorithms,82
REG2023221,4,Database Systems,52
REG2023221,4,Operating Systems,86
REG2023221,4,Discrete Mathematics,59
REG2023222,1,Structural Analysis,53
REG2023222,1,Geotechnical Engineering,60
REG2023222,1,Transportation Engineering,66
REG2023222,1,Hydrology,61
REG2023222,1,Surveying,83
REG2023222,2,Structural Analysis,75
REG2023222,2,Geotechnical Engineering,88
REG2023222,2,Transportation Engineering,86
REG2023222,2,Hydrology,90
REG2023222,2,Surveying,51
REG2023222,3,Structural Analysis,96
REG2023222,3,Geotechnical Engineering,96
REG2023222,3,Transportation Engineering,92
REG2023222,3,Hydrology,68
REG2023222,3,Surveying,55
REG2023222,4,Structural Analysis,63
REG2023222,4,Geotechnical Engineering,78
REG2023222,4,Transportation Engineering,88
REG2023222,4,Hydrology,80
REG2023222,4,Surveying,80
REG2023223,1,Biochemistry,60
REG2023223,1,Genetics,64
REG2023223,1,Cell Biology,76
REG2023223,1,Microbiology,88
REG2023223,1,Bioinformatics,59
REG2023223,2,Biochemistry,100
REG2023223,2,Genetics,87
REG2023223,2,Cell Biology,99
REG2023223,2,Microbiology,61
REG2023223,2,Bioinformatics,89
REG2023223,3,Biochemistry,92
REG2023223,3,Genetics,82
REG2023223,3,Cell Biology,66
REG2023223,3,Microbiology,60
REG2023223,3,Bioinformatics,96
REG2023223,4,Biochemistry,93
REG2023223,4,Genetics,71
REG2023223,4,Cell Biology,79
REG2023223,4,Microbiology,88
REG2023223,4,Bioinformatics,87
REG2023224,1,Structural Analysis,54
REG2023224,1,Geotechnical Engineering,64
REG2023224,1,Transportation Engineering,74
REG2023224,1,Hydrology,74
REG2023224,1,Surveying,58
REG2023224,2,Structural Analysis,56
REG2023224,2,Geotechnical Engineering,51
REG2023224,2,Transportation Engineering,62
REG2023224,2,Hydrology,83
REG2023224,2,Surveying,82
REG2023224,3,Structural Analysis,93
REG2023224,3,Geotechnical Engineering,76
REG2023224,3,Transportation Engineering,59
REG2023224,3,Hydrology,88
REG2023224,3,Surveying,56
REG2023224,4,Structural Analysis,61
REG2023224,4,Geotechnical Engineering,80
REG2023224,4,Transportation Engineering,89
REG2023224,4,Hydrology,88
REG2023224,4,Surveying,52
REG2023225,1,Thermodynamics,100
REG2023225,1,Fluid Mechanics,84
REG2023225,1,Machine Design,82
REG2023225,1,Material Science,98
REG2023225,1,Robotics,57
REG2023225,2,Thermodynamics,55
REG2023225,2,Fluid Mechanics,80
REG2023225,2,Machine Design,92
REG2023225,2,Material Science,58
REG2023225,2,Robotics,88
REG2023225,3,Thermodynamics,84
REG2023225,3,Fluid Mechanics,50
REG2023225,3,Machine Design,99
REG2023225,3,Material Science,93
REG2023225,3,Robotics,91
REG2023225,4,Thermodynamics,77
REG2023225,4,Fluid Mechanics,83
REG2023225,4,Machine Design,76
REG2023225,4,Material Science,73
REG2023225,4,Robotics,52
REG2023226,1,Thermodynamics,94
REG2023226,1,Fluid Mechanics,83
REG2023226,1,Machine Design,77
REG2023226,1,Material Science,64
REG2023226,1,Robotics,80
REG2023226,2,Thermodynamics,100
REG2023226,2,Fluid Mechanics,99
REG2023226,2,Machine Design,74
REG2023226,2,Material Science,72
REG2023226,2,Robotics,87
REG2023226,3,Thermodynamics,97
REG2023226,3,Fluid Mechanics,98
REG2023226,3,Machine Design,94
REG2023226,3,Material Science,86
REG2023226,3,Robotics,56
REG2023226,4,Thermodynamics,77
REG2023226,4,Fluid Mechanics,58
REG2023226,4,Machine Design,66
REG2023226,4,Material Science,80
REG2023226,4,Robotics,99
REG2023227,1,Data Structures,64
REG2023227,1,Algorithms,55
REG2023227,1,Database Systems,68
REG2023227,1,Operating Systems,88
REG2023227,1,Discrete Mathematics,84
REG2023227,2,Data Structures,76
REG2023227,2,Algorithms,66
REG2023227,2,Database Systems,62
REG2023227,2,Operating Systems,50
REG2023227,2,Discrete Mathematics,95
REG2023227,3,Data Structures,97
REG2023227,3,Algorithms,100
REG2023227,3,Database Systems,50
REG2023227,3,Operating Systems,86
REG2023227,3,Discrete Mathematics,83
REG2023227,4,Data Structures,57
REG2023227,4,Algorithms,83
REG2023227,4,Database Systems,50
REG2023227,4,Operating Systems,74
REG2023227,4,Discrete Mathematics,91
REG2023228,1,Thermodynamics,63
REG2023228,1,Fluid Mechanics,94
REG2023228,1,Machine Design,70
REG2023228,1,Material Science,76
REG2023228,1,Robotics,73
REG2023228,2,Thermodynamics,56
REG2023228,2,Fluid Mechanics,59
REG2023228,2,Machine Design,77
REG2023228,2,Material Science,91
REG2023228,2,Robotics,87
REG2023228,3,Thermodynamics,66
REG2023228,3,Fluid Mechanics,66
REG2023228,3,Machine Design,84
REG2023228,3,Material Science,77
REG2023228,3,Robotics,86
REG2023228,4,Thermodynamics,73
REG2023228,4,Fluid Mechanics,89
REG2023228,4,Machine Design,67
REG2023228,4,Material Science,93
REG2023228,4,Robotics,75
REG2023229,1,Thermodynamics,98
REG2023229,1,Fluid Mechanics,63
REG2023229,1,Machine Design,76
REG2023229,1,Material Science,85
REG2023229,1,Robotics,100
REG2023229,2,Thermodynamics,85
REG2023229,2,Fluid Mechanics,80
REG2023229,2,Machine Design,61
REG2023229,2,Material Science,73
REG2023229,2,Robotics,85
REG2023229,3,Thermodynamics,85
REG2023229,3,Fluid Mechanics,80
REG2023229,3,Machine Design,66
REG2023229,3,Material Science,69
REG2023229,3,Robotics,86
REG2023229,4,Thermodynamics,72
REG2023229,4,Fluid Mechanics,99
REG2023229,4,Machine Design,95
REG2023229,4,Material Science,75
REG2023229,4,Robotics,97
REG2023230,1,Biochemistry,58
REG2023230,1,Genetics,92
REG2023230,1,Cell Biology,57
REG2023230,1,Microbiology,97
REG2023230,1,Bioinformatics,64
REG2023230,2,Biochemistry,78
REG2023230,2,Genetics,100
REG2023230,2,Cell Biology,94
REG2023230,2,Microbiology,60
REG2023230,2,Bioinformatics,56
REG2023230,3,Biochemistry,63
REG2023230,3,Genetics,82
REG2023230,3,Cell Biology,75
REG2023230,3,Microbiology,100
REG2023230,3,Bioinformatics,71
REG2023230,4,Biochemistry,85
REG2023230,4,Genetics,89
REG2023230,4,Cell Biology,94
REG2023230,4,Microbiology,93
REG2023230,4,Bioinformatics,95
REG2023231,1,Thermodynamics,53
REG2023231,1,Fluid Mechanics,60
REG2023231,1,Machine Design,74
REG2023231,1,Material Science,90
REG2023231,1,Robotics,50
REG2023231,2,Thermodynamics,55
REG2023231,2,Fluid Mechanics,59
REG2023231,2,Machine Design,80
REG2023231,2,Material Science,88
REG2023231,2,Robotics,77
REG2023231,3,Thermodynamics,55
REG2023231,3,Fluid Mechanics,54
REG2023231,3,Machine Design,66
REG2023231,3,Material Science,64
REG2023231,3,Robotics,73
REG2023231,4,Thermodynamics,55
REG2023231,4,Fluid Mechanics,88
REG2023231,4,Machine Design,52
REG2023231,4,Material Science,96
REG2023231,4,Robotics,74
REG2023232,1,Data Structures,75
REG2023232,1,Algorithms,89
REG2023232,1,Database Systems,91
REG2023232,1,Operating Systems,83
REG2023232,1,Discrete Mathematics,68
REG2023232,2,Data Structures,95
REG2023232,2,Algorithms,88
REG2023232,2,Database Systems,53
REG2023232,2,Operating Systems,99
REG2023232,2,Discrete Mathematics,61
REG2023232,3,Data Structures,90
REG2023232,3,Algorithms,81
REG2023232,3,Database Systems,78
REG2023232,3,Operating Systems,50
REG2023232,3,Discrete Mathematics,62
REG2023232,4,Data Structures,92
REG2023232,4,Algorithms,83
REG2023232,4,Database Systems,68
REG2023232,4,Operating Systems,62
REG2023232,4,Discrete Mathematics,52
REG2023233,1,Circuit Analysis,100
REG2023233,1,Digital Electronics,88
REG2023233,1,Power Systems,82
REG2023233,1,Control Systems,83
REG2023233,1,Signals & Systems,94
REG2023233,2,Circuit Analysis,64
REG2023233,2,Digital Electronics,89
REG2023233,2,Power Systems,60
REG2023233,2,Control Systems,93
REG2023233,2,Signals & Systems,52
REG2023233,3,Circuit Analysis,73
REG2023233,3,Digital Electronics,65
REG2023233,3,Power Systems,91
REG2023233,3,Control Systems,50
REG2023233,3,Signals & Systems,60
REG2023233,4,Circuit Analysis,55
REG2023233,4,Digital Electronics,67
REG2023233,4,Power Systems,99
REG2023233,4,Control Systems,75
REG2023233,4,Signals & Systems,72
REG2023234,1,Structural Analysis,92
REG2023234,1,Geotechnical Engineering,75
REG2023234,1,Transportation Engineering,75
REG2023234,1,Hydrology,87
REG2023234,1,Surveying,62
REG2023234,2,Structural Analysis,83
REG2023234,2,Geotechnical Engineering,50
REG2023234,2,Transportation Engineering,97
REG2023234,2,Hydrology,95
REG2023234,2,Surveying,54
REG2023234,3,Structural Analysis,55
REG2023234,3,Geotechnical Engineering,85
REG2023234,3,Transportation Engineering,68
REG2023234,3,Hydrology,96
REG2023234,3,Surveying,85
REG2023234,4,Structural Analysis,87
REG2023234,4,Geotechnical Engineering,72
REG2023234,4,Transportation Engineering,72
REG2023234,4,Hydrology,67
REG2023234,4,Surveying,64
REG2023235,1,Thermodynamics,88
REG2023235,1,Fluid Mechanics,62
REG2023235,1,Machine Design,79
REG2023235,1,Material Science,75
REG2023235,1,Robotics,86
REG2023235,2,Thermodynamics,50
REG2023235,2,Fluid Mechanics,66
REG2023235,2,Machine Design,61
REG2023235,2,Material Science,76
REG2023235,2,Robotics,82
REG2023235,3,Thermodynamics,56
REG2023235,3,Fluid Mechanics,85
REG2023235,3,Machine Design,54
REG2023235,3,Material Science,82
REG2023235,3,Robotics,68
REG2023235,4,Thermodynamics,71
REG2023235,4,Fluid Mechanics,57
REG2023235,4,Machine Design,82
REG2023235,4,Material Science,66
REG2023235,4,Robotics,84
REG2023236,1,Thermodynamics,100
REG2023236,1,Fluid Mechanics,86
REG2023236,1,Machine Design,66
REG2023236,1,Material Science,94
REG2023236,1,Robotics,78
REG2023236,2,Thermodynamics,74
REG2023236,2,Fluid Mechanics,86
REG2023236,2,Machine Design,80
REG2023236,2,Material Science,99
REG2023236,2,Robotics,65
REG2023236,3,Thermodynamics,98
REG2023236,3,Fluid Mechanics,71
REG2023236,3,Machine Design,99
REG2023236,3,Material Science,79
REG2023236,3,Robotics,93
REG2023236,4,Thermodynamics,79
REG2023236,4,Fluid Mechanics,87
REG2023236,4,Machine Design,51
REG2023236,4,Material Science,80
REG2023236,4,Robotics,57
REG2023237,1,Circuit Analysis,66
REG2023237,1,Digital Electronics,54
REG2023237,1,Power Systems,74
REG2023237,1,Control Systems,90
REG2023237,1,Signals & Systems,100
REG2023237,2,Circuit Analysis,64
REG2023237,2,Digital Electronics,93
REG2023237,2,Power Systems,94
REG2023237,2,Control Systems,64
REG2023237,2,Signals & Systems,70
REG2023237,3,Circuit Analysis,76
REG2023237,3,Digital Electronics,72
REG2023237,3,Power Systems,83
REG2023237,3,Control Systems,84
REG2023237,3,Signals & Systems,50
REG2023237,4,Circuit Analysis,94
REG2023237,4,Digital Electronics,66
REG2023237,4,Power Systems,65
REG2023237,4,Control Systems,68
REG2023237,4,Signals & Systems,55
REG2023238,1,Biochemistry,75
REG2023238,1,Genetics,93
REG2023238,1,Cell Biology,97
REG2023238,1,Microbiology,71
REG2023238,1,Bioinformatics,54
REG2023238,2,Biochemistry,85
REG2023238,2,Genetics,61
REG2023238,2,Cell Biology,80
REG2023238,2,Microbiology,70
REG2023238,2,Bioinformatics,72
REG2023238,3,Biochemistry,63
REG2023238,3,Genetics,86
REG2023238,3,Cell Biology,67
REG2023238,3,Microbiology,61
REG2023238,3,Bioinformatics,97
REG2023238,4,Biochemistry,93
REG2023238,4,Genetics,62
REG2023238,4,Cell Biology,81
REG2023238,4,Microbiology,97
REG2023238,4,Bioinformatics,62
REG2023239,1,Structural Analysis,65
REG2023239,1,Geotechnical Engineering,97
REG2023239,1,Transportation Engineering,65
REG2023239,1,Hydrology,66
REG2023239,1,Surveying,63
REG2023239,2,Structural Analysis,64
REG2023239,2,Geotechnical Engineering,62
REG2023239,2,Transportation Engineering,65
REG2023239,2,Hydrology,89
REG2023239,2,Surveying,72
REG2023239,3,Structural Analysis,59
REG2023239,3,Geotechnical Engineering,99
REG2023239,3,Transportation Engineering,56
REG2023239,3,Hydrology,57
REG2023239,3,Surveying,55
REG2023239,4,Structural Analysis,93
REG2023239,4,Geotechnical Engineering,92
REG2023239,4,Transportation Engineering,81
REG2023239,4,Hydrology,89
REG2023239,4,Surveying,50
REG2023240,1,Data Structures,98
REG2023240,1,Algorithms,84
REG2023240,1,Database Systems,52
REG2023240,1,Operating Systems,80
REG2023240,1,Discrete Mathematics,73
REG2023240,2,Data Structures,89
REG2023240,2,Algorithms,70
REG2023240,2,Database Systems,81
REG2023240,2,Operating Systems,86
REG2023240,2,Discrete Mathematics,67
REG2023240,3,Data Structures,81
REG2023240,3,Algorithms,61
REG2023240,3,Database Systems,98
REG2023240,3,Operating Systems,82
REG2023240,3,Discrete Mathematics,67
REG2023240,4,Data Structures,75
REG2023240,4,Algorithms,64
REG2023240,4,Database Systems,98
REG2023240,4,Operating Systems,86
REG2023240,4,Discrete Mathematics,58
REG2023241,1,Biochemistry,53
REG2023241,1,Genetics,83
REG2023241,1,Cell Biology,77
REG2023241,1,Microbiology,80
REG2023241,1,Bioinformatics,84
REG2023241,2,Biochemistry,52
REG2023241,2,Genetics,82
REG2023241,2,Cell Biology,72
REG2023241,2,Microbiology,75
REG2023241,2,Bioinformatics,93
REG2023241,3,Biochemistry,99
REG2023241,3,Genetics,61
REG2023241,3,Cell Biology,79
REG2023241,3,Microbiology,57
REG2023241,3,Bioinformatics,94
REG2023241,4,Biochemistry,83
REG2023241,4,Genetics,79
REG2023241,4,Cell Biology,70
REG2023241,4,Microbiology,94
REG2023241,4,Bioinformatics,50
REG2023242,1,Data Structures,50
REG2023242,1,Algorithms,93
REG2023242,1,Database Systems,63
REG2023242,1,Operating Systems,74
REG2023242,1,Discrete Mathematics,87
REG2023242,2,Data Structures,56
REG2023242,2,Algorithms,70
REG2023242,2,Database Systems,73
REG2023242,2,Operating Systems,89
REG2023242,2,Discrete Mathematics,66
REG2023242,3,Data Structures,61
REG2023242,3,Algorithms,85
REG2023242,3,Database Systems,66
REG2023242,3,Operating Systems,65
REG2023242,3,Discrete Mathematics,67
REG2023242,4,Data Structures,80
REG2023242,4,Algorithms,89
REG2023242,4,Database Systems,71
REG2023242,4,Operating Systems,73
REG2023242,4,Discrete Mathematics,61
REG2023243,1,Data Structures,81
REG2023243,1,Algorithms,77
REG2023243,1,Database Systems,63
REG2023243,1,Operating Systems,76
REG2023243,1,Discrete Mathematics,94
REG2023243,2,Data Structures,98
REG2023243,2,Algorithms,73
REG2023243,2,Database Systems,73
REG2023243,2,Operating Systems,75
REG2023243,2,Discrete Mathematics,67
REG2023243,3,Data Structures,78
REG2023243,3,Algorithms,61
REG2023243,3,Database Systems,86
REG2023243,3,Operating Systems,58
REG2023243,3,Discrete Mathematics,86
REG2023243,4,Data Structures,93
REG2023243,4,Algorithms,64
REG2023243,4,Database Systems,56
REG2023243,4,Operating Systems,96
REG2023243,4,Discrete Mathematics,67
REG2023244,1,Circuit Analysis,65
REG2023244,1,Digital Electronics,85
REG2023244,1,Power Systems,77
REG2023244,1,Control Systems,74
REG2023244,1,Signals & Systems,62
REG2023244,2,Circuit Analysis,59
REG2023244,2,Digital Electronics,97
REG2023244,2,Power Systems,59
REG2023244,2,Control Systems,80
REG2023244,2,Signals & Systems,50
REG2023244,3,Circuit Analysis,61
REG2023244,3,Digital Electronics,76
REG2023244,3,Power Systems,81
REG2023244,3,Control Systems,58
REG2023244,3,Signals & Systems,90
REG2023244,4,Circuit Analysis,83
REG2023244,4,Digital Electronics,84
REG2023244,4,Power Systems,96
REG2023244,4,Control Systems,70
REG2023244,4,Signals & Systems,100
REG2023245,1,Biochemistry,81
REG2023245,1,Genetics,69
REG2023245,1,Cell Biology,66
REG2023245,1,Microbiology,85
REG2023245,1,Bioinformatics,86
REG2023245,2,Biochemistry,53
REG2023245,2,Genetics,75
REG2023245,2,Cell Biology,56
REG2023245,2,Microbiology,94
REG2023245,2,Bioinformatics,60
REG2023245,3,Biochemistry,53
REG2023245,3,Genetics,63
REG2023245,3,Cell Biology,66
REG2023245,3,Microbiology,80
REG2023245,3,Bioinformatics,90
REG2023245,4,Biochemistry,56
REG2023245,4,Genetics,78
REG2023245,4,Cell Biology,97
REG2023245,4,Microbiology,71
REG2023245,4,Bioinformatics,66
REG2023246,1,Structural Analysis,73
